PctLess9thGrade,PctNotHSGrad,PctBSorMore,population,ViolentCrimesPerPop,size
11.46,32.49,7.67,71245.0,306.05,large
11.21,30.3,12.97,50627.0,2493.17,large
31.16,50.1,12.38,38125.0,568.75,medium
8.6,20.87,23.79,75695.0,2089.28,large
14.86,32.3,15.0,17623.0,122.88,small
6.74,18.67,22.01,10600.0,194.82,small
8.12,23.7,17.85,10968.0,30.66,small
6.56,18.19,17.65,17647.0,214.08,small
7.94,16.75,22.72,99405.0,430.31,large
21.89,38.0,17.04,13532.0,413.19,small
7.95,22.89,16.9,151976.0,430.93,large
12.9,31.81,18.09,69496.0,1271.02,large
7.74,18.01,16.73,27596.0,483.72,medium
5.45,14.72,31.9,16554.0,96.55,small
4.64,13.48,10.08,17866.0,570.7,small
9.0,19.37,20.74,15181.0,64.94,small
7.3,21.79,16.85,12339.0,57.88,small
9.19,22.75,28.6,57287.0,1368.23,large
1.3,3.42,68.19,10200.0,122.95,small
6.45,20.57,20.2,20030.0,264.2,small
7.71,27.82,12.48,13325.0,233.22,small
5.45,17.79,16.17,15979.0,591.05,small
15.56,31.12,18.69,19460.0,549.22,small
2.8,13.22,27.64,12002.0,64.3,small
10.13,24.87,18.15,78118.0,496.56,large
19.94,39.1,12.19,12001.0,2451.06,small
2.28,9.76,31.01,30744.0,194.55,medium
12.58,30.84,13.29,22125.0,1911.64,small
16.43,30.88,22.54,29813.0,1678.68,medium
11.44,25.79,11.82,59682.0,950.76,large
10.81,32.03,11.85,13521.0,7.6,small
12.62,33.36,11.62,103907.0,1308.07,large
15.68,33.26,11.89,18820.0,331.11,small
11.11,32.08,14.08,30996.0,1938.43,medium
7.44,21.3,17.76,11219.0,627.84,small
8.69,24.25,24.61,187106.0,860.21,large
3.01,8.77,48.1,19974.0,43.5,small
3.64,13.32,24.25,52931.0,487.28,large
20.28,39.19,14.61,59564.0,1285.83,large
3.28,9.69,28.66,33592.0,113.19,medium
12.71,27.6,29.64,10014.0,47.11,small
3.94,12.83,36.63,24146.0,421.34,small
19.2,33.14,21.37,27244.0,296.26,medium
1.83,5.11,62.6,17864.0,49.63,small
3.87,15.92,22.23,15644.0,94.16,small
18.61,33.81,17.07,30354.0,878.96,medium
10.23,23.73,22.6,13747.0,480.87,small
23.31,37.7,13.02,108777.0,1219.94,large
2.53,9.5,34.85,11114.0,827.68,small
10.5,22.03,26.55,14536.0,111.83,small
1.42,3.84,59.22,14213.0,162.1,small
6.8,19.04,19.2,109199.0,1448.54,large
22.7,40.64,12.4,10511.0,622.29,small
5.84,19.72,16.2,97291.0,1218.85,large
13.8,39.44,3.37,16466.0,1509.31,small
7.68,23.86,14.0,17488.0,213.5,small
40.75,53.35,9.2,20125.0,534.6,small
3.28,9.89,32.68,18530.0,133.14,small
3.07,12.54,26.83,13993.0,8.85,small
11.05,27.61,14.56,126272.0,591.12,large
9.69,22.95,24.74,75450.0,1141.93,large
8.38,20.32,22.92,93643.0,491.18,large
8.71,27.16,11.32,44389.0,1082.63,medium
18.11,39.82,7.97,17208.0,1590.48,small
16.88,34.51,21.2,92639.0,1981.89,large
5.55,15.9,25.41,63374.0,996.19,large
9.78,29.14,12.54,11304.0,60.84,small
10.01,25.92,19.61,198525.0,1291.41,large
11.83,23.16,28.32,14090.0,167.73,small
15.25,29.51,27.55,12385.0,583.07,small
6.63,17.31,28.84,79662.0,84.54,large
7.63,20.79,29.94,183521.0,861.57,large
31.9,43.59,14.98,10733.0,566.36,small
7.69,20.35,21.69,10725.0,89.41,small
3.4,8.25,61.57,34590.0,112.41,medium
6.95,23.46,21.87,741952.0,1682.47,superLarge
12.7,33.09,6.3,10976.0,82.95,small
9.55,24.31,17.65,135163.0,721.98,large
5.58,17.63,13.22,17916.0,416.93,small
3.02,9.47,41.24,14113.0,55.84,small
8.42,25.02,10.5,40674.0,867.49,medium
4.83,14.82,27.88,24414.0,366.83,small
11.2,31.25,13.53,16799.0,2052.79,small
4.06,13.5,22.36,16064.0,399.23,small
2.96,7.26,52.37,13937.0,43.01,small
13.53,35.31,10.42,17837.0,765.29,small
2.73,9.54,42.39,30510.0,186.52,medium
17.07,35.18,13.62,13986.0,243.47,small
11.4,27.12,20.76,21260.0,229.44,small
12.53,41.24,8.06,505616.0,1678.54,superLarge
12.19,26.79,13.77,98640.0,1684.94,large
6.55,16.45,30.77,93613.0,482.97,large
7.35,15.1,23.87,55180.0,144.2,large
33.07,50.28,10.59,293742.0,1091.39,superLarge
5.19,20.98,13.3,24363.0,196.89,small
7.32,14.58,22.2,16569.0,157.66,small
2.02,6.31,51.19,15517.0,112.63,small
4.15,12.43,21.88,27099.0,542.11,medium
11.11,29.49,12.41,18074.0,279.58,small
7.3,20.84,12.36,63221.0,236.43,large
5.14,17.7,17.41,18911.0,575.26,small
13.94,30.0,14.25,18177.0,460.14,small
6.13,20.84,16.67,64407.0,517.18,large
6.74,17.42,17.7,148134.0,817.33,large
11.46,27.89,23.39,28301.0,1122.96,medium
9.05,26.06,16.25,25899.0,1090.36,medium
8.72,24.83,10.19,21472.0,1047.46,small
4.17,15.94,18.27,38686.0,176.25,medium
4.14,10.15,37.45,82169.0,214.51,large
18.79,39.19,8.39,33249.0,864.36,medium
3.06,12.03,25.5,393069.0,286.27,superLarge
6.65,19.26,14.83,43726.0,260.89,medium
5.48,17.39,20.93,13316.0,480.89,small
8.79,21.28,19.94,983403.0,1097.07,superLarge
19.3,42.61,9.83,15915.0,861.93,small
10.27,25.33,13.76,11822.0,90.74,small
4.52,13.03,35.45,13400.0,51.04,small
4.84,24.44,12.75,12131.0,336.7,small
1.39,3.94,56.7,10667.0,62.03,small
46.43,69.4,5.26,56065.0,1496.64,large
17.27,36.09,11.55,18794.0,930.28,small
7.21,18.46,25.49,15990.0,155.14,small
13.12,31.03,17.82,11151.0,478.35,small
5.26,15.5,28.13,36006.0,136.28,medium
4.42,12.19,28.31,15124.0,408.19,small
14.07,29.06,16.5,54827.0,1219.13,large
10.3,28.57,12.78,45991.0,369.3,medium
6.3,15.47,35.28,13420.0,109.84,small
6.66,19.49,21.41,43764.0,200.94,medium
3.83,12.48,40.91,69348.0,208.93,large
18.52,33.25,12.08,49832.0,674.31,medium
2.42,10.02,30.45,67561.0,76.24,large
0.64,2.52,72.9,22259.0,135.76,small
10.08,26.9,13.74,12340.0,463.3,small
7.62,20.63,12.56,18910.0,479.67,small
6.71,18.58,21.07,11215.0,756.05,small
3.21,11.27,31.72,20212.0,302.61,small
7.97,20.56,40.51,17336.0,1026.28,small
4.96,17.16,16.29,11041.0,219.86,small
4.33,13.78,18.34,30843.0,742.54,medium
17.3,35.53,7.13,11824.0,137.59,small
5.9,16.38,24.89,51618.0,462.3,large
11.64,31.65,16.1,45206.0,2678.55,medium
8.52,26.36,16.47,22779.0,189.92,small
1.24,4.38,53.71,19971.0,127.67,small
8.47,24.18,17.76,45309.0,901.76,medium
3.76,12.06,25.87,110642.0,624.31,large
5.78,18.47,18.98,80561.0,952.59,large
4.81,16.07,27.19,13324.0,81.17,small
5.3,15.78,24.17,11795.0,243.35,small
6.88,16.87,24.34,25042.0,99.77,medium
8.71,26.92,19.63,19195.0,5.35,small
8.65,19.81,22.83,19231.0,73.27,small
4.4,11.64,35.9,33467.0,38.38,medium
0.78,4.24,37.46,23500.0,17.62,small
7.57,21.98,20.22,28148.0,648.56,medium
13.8,28.92,25.88,49381.0,234.82,medium
5.07,11.77,43.62,13229.0,156.08,small
7.03,21.68,17.91,16946.0,488.03,small
1.89,6.66,45.89,74840.0,272.13,large
7.54,23.71,13.94,14599.0,444.17,small
1.69,7.37,60.99,30831.0,404.15,medium
10.56,24.61,17.31,21910.0,307.5,small
32.9,51.22,7.94,19489.0,822.2,small
5.43,15.97,27.01,23782.0,277.57,small
5.17,13.57,37.9,516259.0,1399.84,superLarge
8.56,22.1,17.54,80505.0,1538.83,large
3.42,16.79,16.18,11104.0,321.82,small
2.32,8.76,33.42,19781.0,40.02,small
12.51,30.24,10.89,119363.0,1248.05,large
4.27,13.67,20.54,15586.0,130.22,small
6.7,18.05,20.94,10862.0,27.11,small
1.19,6.43,35.61,15527.0,432.61,small
11.01,28.15,15.09,12199.0,190.79,small
4.34,12.08,22.99,26243.0,275.83,medium
13.62,27.47,19.7,10683.0,597.12,small
12.9,29.94,10.78,17987.0,422.22,small
1.27,4.1,58.87,23501.0,82.93,small
15.97,37.31,16.48,20908.0,700.29,small
8.08,20.46,41.21,18458.0,709.29,small
4.44,16.39,20.63,17651.0,426.25,small
5.78,17.31,18.67,26265.0,13.07,medium
4.09,14.84,26.72,32397.0,605.74,medium
9.03,16.7,26.61,10663.0,113.2,small
13.55,30.65,26.7,15854.0,353.53,small
21.83,44.05,14.28,10864.0,2333.62,small
6.1,15.48,20.45,51555.0,180.36,large
2.75,10.62,35.65,19572.0,172.63,small
24.08,45.68,10.86,10941.0,1313.59,small
13.33,32.56,17.12,48949.0,1691.21,medium
3.97,13.82,23.6,23252.0,741.91,small
9.46,25.93,18.95,15066.0,216.85,small
3.31,5.24,73.63,13198.0,73.73,small
3.93,9.73,34.73,16829.0,324.66,small
4.54,9.95,45.5,15372.0,43.98,small
6.35,25.66,10.57,13333.0,254.93,small
4.46,12.63,40.92,37825.0,255.74,medium
32.85,43.81,19.38,29885.0,492.4,medium
7.93,18.34,19.27,37520.0,228.53,medium
9.27,21.12,15.91,20319.0,485.18,small
11.4,27.92,27.29,77759.0,1246.89,large
2.45,7.58,48.97,14904.0,205.84,small
18.92,34.16,14.86,12208.0,234.34,small
5.01,14.92,24.91,25430.0,86.12,medium
33.08,53.3,8.43,92703.0,640.62,large
6.33,23.18,14.66,24544.0,409.98,small
12.15,29.5,13.03,14203.0,255.86,small
13.76,30.65,13.11,27331.0,1996.15,medium
6.17,16.83,17.67,23875.0,288.98,small
11.42,29.25,15.82,14804.0,372.56,small
11.76,27.29,17.94,21732.0,228.66,small
8.49,25.52,17.18,54021.0,285.73,large
12.58,23.6,17.45,13131.0,46.85,small
12.84,27.73,9.28,10567.0,132.87,small
17.12,30.87,15.79,56216.0,545.75,large
12.51,27.71,19.28,12251.0,124.1,small
7.82,26.14,12.42,32824.0,353.83,medium
24.37,39.63,12.4,13547.0,691.17,small
13.93,33.68,8.86,28898.0,918.89,medium
